1	1110	1111	25.7228
1	3087	3088	14.2526
1	10720	10721	10.3676
1	11934	11935	1.67953
1	14971	14972	2.48774
1	15072	15073	2.18571
1	15458	15459	2.59415
1	17384	17385	1.83735
1	19800	19801	2.85676
1	26469	26470	6.36608
1	27008	27009	19.318
1	27210	27211	31.1952
1	34265	34266	13.6442
1	34896	34897	13.7707
1	35721	35722	11.1174
1	40679	40680	4.9855
1	62026	62027	17.2945
1	62275	62276	3.58299
1	62946	62947	7.14825
1	64843	64844	4.32544
1	65094	65095	5.74572
1	69967	69968	2.89461
1	70214	70215	7.39531
1	72820	72821	24.5641
1	73259	73260	2.60481
1	73542	73543	2.98028
1	78636	78637	4.85199
1	83999	84000	21.9087
1	84380	84381	47.8772
1	85068	85069	6.92714
1	93448	93449	2.25682
1	93721	93722	6.80329
1	98137	98138	2.11481
1	98362	98363	3.01406
1	101963	101964	7.07324
1	104004	104005	7.05857
1	104810	104811	4.88062
1	105296	105297	7.89405
1	105530	105531	5.79517
1	105840	105841	12.1191
1	106320	106321	23.9274
1	110873	110874	2.42567
1	111153	111154	3.16468
1	111404	111405	1.37702
1	113383	113384	4.39818
1	114205	114206	2.63356
1	124990	124991	2.24694
1	134291	134292	23.3774
1	134934	134935	3.05216
1	135403	135404	9.45173
1	141829	141830	127.013
1	145555	145556	10.5518
1	147964	147965	53.7667
1	155358	155359	7.54691
1	156032	156033	9.69776
1	170357	170358	5.40793
1	170539	170540	13.9368
1	172710	172711	2.59435
1	175229	175230	6.99562
1	185309	185310	12.6655
1	185768	185769	4.93186
1	185966	185967	4.88039
1	186778	186779	7.50539
1	187625	187626	6.49346
1	190359	190360	52.7239
1	190993	190994	1.54406
1	191465	191466	3.46343
1	195792	195793	1.80112
1	197757	197758	10.4659
1	199356	199357	7.33959
1	199668	199669	7.85384
1	200406	200407	12.2408
1	205828	205829	13.5253
1	206506	206507	11.4142
1	206822	206823	7.00437
1	209659	209660	34.4525
1	210405	210406	1.38994
1	213788	213789	4.66553
1	221331	221332	12.7762
1	222368	222369	8.82632
1	224162	224163	9.867
1	224471	224472	16.8297
1	226930	226931	79.6627
1	228691	228692	6.59469
1	229214	229215	3.89005
1	229461	229462	4.18834
1	256218	256219	8.25034
1	256791	256792	111.391
1	261461	261462	6.36272
1	288162	288163	38.5998
1	292339	292340	16.0007
1	292969	292970	3.02144
1	293762	293763	10.0799
1	294503	294504	6.75869
1	295384	295385	11.512
1	304174	304175	7.84511
1	306552	306553	6.44678
1	309034	309035	38.4325
1	309377	309378	4.91969
1	310050	310051	5.74641
1	310282	310283	5.26669
1	312517	312518	1.79864
1	316526	316527	6.31417
1	317012	317013	2.86169
1	318534	318535	15.8005
1	319665	319666	62.1757
1	322353	322354	3.66204
1	332493	332494	3.99173
1	342066	342067	4.57721
1	349091	349092	2.28356
1	357991	357992	2.43699
1	362711	362712	3.61983
1	369706	369707	2.14487
1	370813	370814	11.0028
1	371703	371704	7.54625
1	374172	374173	2.23627
1	374994	374995	18.9578
1	375255	375256	1.35438
1	375313	375314	1.35684
1	375536	375537	1.35438
1	380676	380677	28.663
1	381987	381988	15.9166
1	382272	382273	4.24136
1	382821	382822	21.9536
1	383000	383001	18.0467
1	383445	383446	10.8948
1	386659	386660	5.74395
1	405187	405188	27.7367
1	405506	405507	15.5431
1	414938	414939	4.3015
1	416421	416422	5.85853
1	420556	420557	10.1793
1	421610	421611	14.4289
1	422452	422453	1.85643
1	429930	429931	3.0899
1	430149	430150	1.84685
1	431381	431382	3.43942
1	437357	437358	19.0022
1	437695	437696	10.6183
1	441415	441416	7.08962
1	441630	441631	5.11357
1	448196	448197	4.06741
1	448799	448800	3.53495
1	448993	448994	1.84199
1	450247	450248	10.9741
1	452138	452139	11.9804
1	453433	453434	17.2586
1	475967	475968	3.39476
1	478355	478356	13.315
1	479767	479768	11.6445
1	480149	480150	11.3192
1	480844	480845	4.1891
1	481398	481399	1.71752
1	481701	481702	23.9548
1	482592	482593	31.2466
1	482907	482908	19.5526
1	495783	495784	44.6862
1	496550	496551	2.45887
1	497623	497624	97.6737
1	498210	498211	3.99173
1	498506	498507	4.91109
1	498732	498733	1.68961
1	498794	498795	1.66755
1	504705	504706	3.80392
1	505930	505931	8.74586
1	510455	510456	1.31153
1	512687	512688	1.94027
