1	22731943	22733237	1	29720923	29723065
1	22908290	22910674	1	29770480	29772931
1	22986666	22987781	1	29820731	29821898
1	23224373	23226605	1	29960694	29963049
1	23247278	23250623	1	29987911	29994075
1	23316218	23322871	1	29995196	29999996
1	23324460	23325125	1	30003535	30005888
1	23515008	23516765	1	30015934	30017339
1	23584039	23585690	1	30025366	30026465
1	23607363	23608541	1	30030998	30032054
1	23740879	23744974	1	30095422	30098794
1	27240118	27241139	1	31524164	31527114
1	27266745	27268261	1	31559357	31560601
1	27501506	27507181	1	31617190	31623205
1	27606058	27608639	1	31641231	31648176
1	27631023	27633082	1	31651616	31656436
1	27658843	27659146	1	31669359	31670159
1	27660018	27666746	1	31806962	31811179
1	27676501	27681662	1	31850541	31851617
1	27716240	27721217	1	31927136	31930005
1	27742228	27745141	1	31986501	31989198
1	6017745	6022156	1	26119741	26126165
1	6278711	6283235	1	26226577	26231030
1	6288365	6292301	1	26235768	26238284
1	6319130	6322307	1	26286441	26287942
1	6365063	6367057	1	26290150	26292389
1	6387691	6391467	1	26368398	26374101
1	6507368	6514640	1	26592223	26599632
1	5329075	5335518	1	31111317	31116126
1	5398321	5402018	1	31136522	31137056
1	5510522	5514454	1	31275242	31279385
1	5529876	5531014	1	31299014	31300157
1	5543648	5544544	1	31318040	31319158
1	5652593	5655352	1	31343694	31345522
1	30341265	30341594	1	31324550	31328260
1	30361864	30364101	1	31331405	31333350
1	30386907	30387873	1	31359199	31360276
1	30460007	30464402	1	31373447	31377544
1	30480114	30481849	1	31409175	31410645
1	30533818	30536908	1	31487114	31490168
1	1977423	1982484	1	28482951	28488249
1	1977659	1982249	1	28483343	28488049
1	1984267	1986150	1	28524105	28534387
1	2080112	2081303	1	28539955	28541359
1	2097192	2100692	1	28605063	28608212
1	2154326	2155994	1	28619585	28621117
1	25132887	25138116	1	27178705	27183822
1	25152108	25158338	1	27171290	27178237
1	25282067	25286614	1	27130541	27134081
1	25291327	25298088	1	27085827	27092237
1	25457560	25457880	1	27062505	27064276
1	25627240	25627872	1	27017521	27018815
1	25748348	25750451	1	26975616	26978062
1	5799607	5801142	1	31938559	31940184
1	5899561	5909560	1	31859334	31865031
1	5968819	5972489	1	31795105	31797640
1	6017745	6022156	1	31761223	31763887
1	6094692	6096528	1	31728015	31730360
1	6185622	6189219	1	31710636	31711784
1	37097377	37099130	11	2390496	2392366
1	37181505	37188288	11	2462433	2468586
1	37275755	37277138	11	2490682	2491745
1	37323898	37324874	11	2539779	2542990
1	37334397	37336207	11	2550551	2552963
1	37381402	37382273	11	2659043	2660408
1	37457525	37463751	11	2835467	2837702
1	35965949	35966946	11	28766270	28766937
1	35984258	35987592	11	28774435	28777987
1	36029895	36030895	11	28781311	28782194
1	36039716	36043151	11	28804256	28808548
1	36158308	36161507	11	28870115	28872329
1	36165932	36168939	11	28975000	28976334
1	34325310	34327888	11	1691861	1694288
1	34421011	34423534	11	1609280	1610131
1	34480570	34484981	11	1439580	1441577
1	34515277	34520432	11	1410921	1415618
1	34524498	34526528	11	1397105	1398352
1	34575196	34576640	11	1364210	1369689
1	34692912	34694391	11	1233932	1235977
1	34769362	34772195	11	1128553	1130384
1	34788192	34791588	11	1085511	1088476
1	34801187	34802060	11	896134	897260
1	34981468	34985447	11	759592	763326
1	35121625	35122986	11	722980	726970
1	35228913	35231725	11	630585	632496
1	37069395	37071889	12	2449184	2451494
1	37097377	37099130	12	2467929	2469700
1	37133703	37135319	12	2546424	2547898
1	37154448	37157378	12	2571700	2573888
1	37177457	37182373	12	2602352	2607722
1	37181505	37188288	12	2605807	2612489
1	37323898	37324874	12	2751805	2752653
1	37334397	37336207	12	2762322	2763599
1	37381402	37382273	12	2898694	2900067
1	37457525	37463751	12	3024060	3029390
1	37464074	37465567	12	3068752	3070072
1	37509885	37513263	12	3231528	3234554
1	37590034	37592446	12	3437394	3440088
1	34480570	34484981	12	1351874	1353721
1	34515277	34520432	12	1323547	1326079
1	34524498	34526528	12	1309549	1310703
1	34575196	34576640	12	1269561	1274766
1	34692912	34694391	12	1139026	1141362
1	34769362	34772195	12	1052828	1053873
1	34788192	34791588	12	1018201	1021176
1	34801187	34802060	12	954491	955661
1	5352505	5353607	2	7300585	7301472
1	5424059	5424581	2	7310363	7310992
1	5549651	5551003	2	7323916	7324292
1	5652593	5655352	2	7485426	7487005
1	5663306	5665832	2	7516238	7519231
1	5669291	5671467	2	7548547	7551644
1	5770062	5772270	2	7676838	7687402
1	5774293	5778466	2	7718960	7723687
1	5789333	5790735	2	7751287	7753674
1	5934586	5939516	2	8164661	8169145
1	6017745	6022156	2	8244347	8248444
1	6094692	6096528	2	8323866	8324946
1	6134203	6139136	2	8358824	8362959
1	6172143	6173186	2	8367222	8368216
1	6185622	6189219	2	8380541	8384118
1	6199245	6200202	2	8397656	8398297
1	6248293	6253373	2	8490392	8498003
1	6267440	6270770	2	8501442	8504977
1	7129236	7137327	2	9972735	9978051
1	7216513	7225127	2	10181518	10188932
1	7265286	7271209	2	10371127	10377368
1	7363663	7366111	2	10715073	10716741
1	7400509	7404310	2	10725543	10729638
1	7429384	7430544	2	10864069	10867222
1	7443724	7447193	2	10994252	10997615
1	7450936	7453683	2	11157096	11161168
1	40146818	40150808	2	17952030	17957355
1	40235190	40238278	2	17975315	17980870
1	40256826	40258624	2	18025721	18027242
1	40379167	40379690	2	18145538	18146073
1	40438233	40442444	2	18227411	18230629
1	40526591	40527179	2	18371455	18372715
1	34306514	34313319	3	11476096	11481187
1	34421011	34423534	3	11522676	11524356
1	34480570	34484981	3	11560162	11562564
1	34531774	34533771	3	11613231	11614737
1	34560768	34564315	3	11672893	11677478
1	34565292	34568290	3	11683525	11684400
1	34612650	34619005	3	11725006	11730468
1	34626255	34628601	3	11751959	11753399
1	34692912	34694391	3	11973989	11976381
1	34738566	34744023	3	12117813	12122998
1	34804310	34808017	3	12145860	12150208
1	34899988	34901713	3	12288225	12291510
1	35082084	35085074	3	12411275	12415106
1	35145517	35147323	3	12469445	12470602
1	35167601	35169129	3	12509759	12510704
1	35228913	35231725	3	12630705	12635182
1	35784466	35793928	3	9744220	9751248
1	35861267	35863888	3	9654333	9657024
1	35881024	35882412	3	9617509	9618641
1	35885095	35888562	3	9605184	9608335
1	35897031	35900226	3	9600935	9603459
1	35897058	35900415	3	9600671	9603553
1	35912084	35913241	3	9575359	9576627
1	35965949	35966946	3	9524919	9525850
1	36014027	36014684	3	9492827	9493512
1	36044182	36046520	3	9404128	9405129
1	36236705	36239144	3	9167619	9170326
1	36251954	36252630	3	9157102	9157955
1	36268205	36269639	3	9096403	9098366
1	36296586	36298621	3	9039598	9040733
1	36343948	36346009	3	8921424	8923437
1	36395486	36397969	3	8909302	8912790
1	11202609	11203331	3	10910568	10911189
1	11221847	11223469	3	10848558	10849987
1	11245253	11246737	3	10839459	10840785
1	11316720	11320061	3	10804094	10806772
1	11350507	11356863	3	10707200	10713015
1	11366633	11367460	3	10662390	10663454
1	40146818	40150808	4	18560190	18564376
1	40147145	40148504	4	18560600	18562029
1	40167809	40170157	4	18598867	18601397
1	40182781	40190881	4	18659540	18669900
1	40235190	40238278	4	18740622	18743199
1	40238689	40240454	4	18746928	18752050
1	40256826	40258624	4	18905542	18907154
1	40379167	40379690	4	19061597	19062100
1	40397335	40403249	4	19105902	19113568
1	40438233	40442444	4	19130571	19132906
1	37365499	37366446	4	34972015	34972557
1	37381402	37382273	4	34988985	34989978
1	37412047	37413011	4	35001018	35002142
1	37464074	37465567	4	35054571	35056161
1	37522263	37524040	4	35120757	35124119
